Hamiltonian_Index,Number_of_Sites,Dimensions,Delta,J,Bx,By,Bz,Ground_State_Density,Hamiltonian_Density,Gap,Overlap,Initial_State_Index,Algorithm,Budget,Budget_Fraction,Fidelity,Final_Pool_Size,Final_Pool_Fraction,Terminated_Early,T,N_Shots,Seed
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,1,0.000244140625,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,2,0.00048828125,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,3,0.000732421875,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,4,0.0009765625,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,5,0.001220703125,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,6,0.00146484375,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,8,0.001953125,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,11,0.002685546875,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,14,0.00341796875,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,18,0.00439453125,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,23,0.005615234375,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,31,0.007568359375,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,40,0.009765625,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,52,0.0126953125,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,67,0.016357421875,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,87,0.021240234375,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,114,0.02783203125,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,148,0.0361328125,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,192,0.046875,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,250,0.06103515625,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,325,0.079345703125,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,423,0.103271484375,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,550,0.13427734375,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,715,0.174560546875,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,931,0.227294921875,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,1210,0.29541015625,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,1575,0.384521484375,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,BARK,2048,0.5,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,Simplified BARK,1,0.000244140625,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,Simplified BARK,2,0.00048828125,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,Simplified BARK,3,0.000732421875,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,Simplified BARK,4,0.0009765625,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,Simplified BARK,5,0.001220703125,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,Simplified BARK,6,0.00146484375,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,Simplified BARK,8,0.001953125,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,Simplified BARK,11,0.002685546875,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,Simplified BARK,14,0.00341796875,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,Simplified BARK,18,0.00439453125,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,Simplified BARK,23,0.005615234375,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,Simplified BARK,31,0.007568359375,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,Simplified BARK,40,0.009765625,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,Simplified BARK,52,0.0126953125,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,Simplified BARK,67,0.016357421875,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,Simplified BARK,87,0.021240234375,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,Simplified BARK,114,0.02783203125,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,Simplified BARK,148,0.0361328125,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,Simplified BARK,192,0.046875,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,Simplified BARK,250,0.06103515625,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,Simplified BARK,325,0.079345703125,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,Simplified BARK,423,0.103271484375,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,Simplified BARK,550,0.13427734375,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,Simplified BARK,715,0.174560546875,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,Simplified BARK,931,0.227294921875,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,Simplified BARK,1210,0.29541015625,1.0,1.0,0.000244140625,True,,,3148455779
6,12,1,100.0,-0.958446,0.0,0.0,-0.004125,0.000244140625,0.0029296875,0.09899999999925058,1.0,4095,Simplified BARK,1575,0.384521484375,1.0,1.0,0.000244140625,True,,,3148455779
